GROUPING ID,GROUPING DESCRIPTION,Variable Legend,SELECT,DISPLAY,POPULATION_TYPE,VARIABLE
AIR_45.011,"Burden of lower respiratory infections among male population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",45-49 years,,,WHO_AIR_45,who/AIR_45.AGE--Y45T49__ENVCAUSE--ENVCAUSE039__SEX--M
AIR_45.011,"Burden of lower respiratory infections among male population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",50-54 years,,,WHO_AIR_45,who/AIR_45.AGE--Y50T54__ENVCAUSE--ENVCAUSE039__SEX--M
AIR_45.011,"Burden of lower respiratory infections among male population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",55-59 years,,,WHO_AIR_45,who/AIR_45.AGE--Y55T59__ENVCAUSE--ENVCAUSE039__SEX--M
AIR_45.011,"Burden of lower respiratory infections among male population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",60-64 years,,,WHO_AIR_45,who/AIR_45.AGE--Y60T64__ENVCAUSE--ENVCAUSE039__SEX--M
AIR_45.011,"Burden of lower respiratory infections among male population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",65-69 years,,,WHO_AIR_45,who/AIR_45.AGE--Y65T69__ENVCAUSE--ENVCAUSE039__SEX--M
AIR_45.011,"Burden of lower respiratory infections among male population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",70-74 years,,,WHO_AIR_45,who/AIR_45.AGE--Y70T74__ENVCAUSE--ENVCAUSE039__SEX--M
AIR_45.011,"Burden of lower respiratory infections among male population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",75-79 years,,,WHO_AIR_45,who/AIR_45.AGE--Y75T79__ENVCAUSE--ENVCAUSE039__SEX--M
AIR_45.011,"Burden of lower respiratory infections among male population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",80+ years,,,WHO_AIR_45,who/AIR_45.AGE--Y_GE80__ENVCAUSE--ENVCAUSE039__SEX--M
AIR_45.012,"Burden of lower respiratory infections among total population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",0-4 years,,,WHO_AIR_45,who/AIR_45.AGE--Y0T4__ENVCAUSE--ENVCAUSE039
AIR_45.012,"Burden of lower respiratory infections among total population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",5-9 years,,,WHO_AIR_45,who/AIR_45.AGE--Y5T9__ENVCAUSE--ENVCAUSE039
AIR_45.012,"Burden of lower respiratory infections among total population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",10-14 years,,,WHO_AIR_45,who/AIR_45.AGE--Y10T14__ENVCAUSE--ENVCAUSE039
AIR_45.012,"Burden of lower respiratory infections among total population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",15-19 years,,,WHO_AIR_45,who/AIR_45.AGE--Y15T19__ENVCAUSE--ENVCAUSE039
AIR_45.012,"Burden of lower respiratory infections among total population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",20-24 years,,,WHO_AIR_45,who/AIR_45.AGE--Y20T24__ENVCAUSE--ENVCAUSE039
AIR_45.012,"Burden of lower respiratory infections among total population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",25-29 years,,,WHO_AIR_45,who/AIR_45.AGE--Y25T29__ENVCAUSE--ENVCAUSE039
AIR_45.012,"Burden of lower respiratory infections among total population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",30-34 years,,,WHO_AIR_45,who/AIR_45.AGE--Y30T34__ENVCAUSE--ENVCAUSE039
AIR_45.012,"Burden of lower respiratory infections among total population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",35-39 years,,,WHO_AIR_45,who/AIR_45.AGE--Y35T39__ENVCAUSE--ENVCAUSE039
AIR_45.012,"Burden of lower respiratory infections among total population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",40-44 years,,,WHO_AIR_45,who/AIR_45.AGE--Y40T44__ENVCAUSE--ENVCAUSE039
AIR_45.012,"Burden of lower respiratory infections among total population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",45-49 years,,,WHO_AIR_45,who/AIR_45.AGE--Y45T49__ENVCAUSE--ENVCAUSE039
AIR_45.012,"Burden of lower respiratory infections among total population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",50-54 years,,,WHO_AIR_45,who/AIR_45.AGE--Y50T54__ENVCAUSE--ENVCAUSE039
AIR_45.012,"Burden of lower respiratory infections among total population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",55-59 years,,,WHO_AIR_45,who/AIR_45.AGE--Y55T59__ENVCAUSE--ENVCAUSE039
AIR_45.012,"Burden of lower respiratory infections among total population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",60-64 years,,,WHO_AIR_45,who/AIR_45.AGE--Y60T64__ENVCAUSE--ENVCAUSE039
AIR_45.012,"Burden of lower respiratory infections among total population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",65-69 years,,,WHO_AIR_45,who/AIR_45.AGE--Y65T69__ENVCAUSE--ENVCAUSE039
AIR_45.012,"Burden of lower respiratory infections among total population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",70-74 years,,,WHO_AIR_45,who/AIR_45.AGE--Y70T74__ENVCAUSE--ENVCAUSE039
AIR_45.012,"Burden of lower respiratory infections among total population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",75-79 years,,,WHO_AIR_45,who/AIR_45.AGE--Y75T79__ENVCAUSE--ENVCAUSE039
AIR_45.012,"Burden of lower respiratory infections among total population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",80+ years,,,WHO_AIR_45,who/AIR_45.AGE--Y_GE80__ENVCAUSE--ENVCAUSE039
AIR_45.013,Burden of lower respiratory infections attributable to ambient air pollution in terms of number of years of life lost (YLLs),Female,,,WHO_AIR_45,who/AIR_45.ENVCAUSE--ENVCAUSE039__SEX--F
AIR_45.013,Burden of lower respiratory infections attributable to ambient air pollution in terms of number of years of life lost (YLLs),Male,,,WHO_AIR_45,who/AIR_45.ENVCAUSE--ENVCAUSE039__SEX--M
AIR_45.013,Burden of lower respiratory infections attributable to ambient air pollution in terms of number of years of life lost (YLLs),Total,,,WHO_AIR_45,who/AIR_45.ENVCAUSE--ENVCAUSE039
AIR_45.014,"Burden of stroke among female population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",25-29 years,,,WHO_AIR_45,who/AIR_45.AGE--Y25T29__ENVCAUSE--ENVCAUSE114__SEX--F
AIR_45.014,"Burden of stroke among female population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",30-34 years,,,WHO_AIR_45,who/AIR_45.AGE--Y30T34__ENVCAUSE--ENVCAUSE114__SEX--F
AIR_45.014,"Burden of stroke among female population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",35-39 years,,,WHO_AIR_45,who/AIR_45.AGE--Y35T39__ENVCAUSE--ENVCAUSE114__SEX--F
AIR_45.014,"Burden of stroke among female population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",40-44 years,,,WHO_AIR_45,who/AIR_45.AGE--Y40T44__ENVCAUSE--ENVCAUSE114__SEX--F
AIR_45.014,"Burden of stroke among female population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",45-49 years,,,WHO_AIR_45,who/AIR_45.AGE--Y45T49__ENVCAUSE--ENVCAUSE114__SEX--F
AIR_45.014,"Burden of stroke among female population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",50-54 years,,,WHO_AIR_45,who/AIR_45.AGE--Y50T54__ENVCAUSE--ENVCAUSE114__SEX--F
AIR_45.014,"Burden of stroke among female population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",55-59 years,,,WHO_AIR_45,who/AIR_45.AGE--Y55T59__ENVCAUSE--ENVCAUSE114__SEX--F
AIR_45.014,"Burden of stroke among female population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",60-64 years,,,WHO_AIR_45,who/AIR_45.AGE--Y60T64__ENVCAUSE--ENVCAUSE114__SEX--F
AIR_45.014,"Burden of stroke among female population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",65-69 years,,,WHO_AIR_45,who/AIR_45.AGE--Y65T69__ENVCAUSE--ENVCAUSE114__SEX--F
AIR_45.014,"Burden of stroke among female population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",70-74 years,,,WHO_AIR_45,who/AIR_45.AGE--Y70T74__ENVCAUSE--ENVCAUSE114__SEX--F
AIR_45.014,"Burden of stroke among female population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",75-79 years,,,WHO_AIR_45,who/AIR_45.AGE--Y75T79__ENVCAUSE--ENVCAUSE114__SEX--F
AIR_45.014,"Burden of stroke among female population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",80+ years,,,WHO_AIR_45,who/AIR_45.AGE--Y_GE80__ENVCAUSE--ENVCAUSE114__SEX--F
AIR_45.015,"Burden of stroke among male population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",25-29 years,,,WHO_AIR_45,who/AIR_45.AGE--Y25T29__ENVCAUSE--ENVCAUSE114__SEX--M
AIR_45.015,"Burden of stroke among male population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",30-34 years,,,WHO_AIR_45,who/AIR_45.AGE--Y30T34__ENVCAUSE--ENVCAUSE114__SEX--M
AIR_45.015,"Burden of stroke among male population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",35-39 years,,,WHO_AIR_45,who/AIR_45.AGE--Y35T39__ENVCAUSE--ENVCAUSE114__SEX--M
AIR_45.015,"Burden of stroke among male population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",40-44 years,,,WHO_AIR_45,who/AIR_45.AGE--Y40T44__ENVCAUSE--ENVCAUSE114__SEX--M
AIR_45.015,"Burden of stroke among male population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",45-49 years,,,WHO_AIR_45,who/AIR_45.AGE--Y45T49__ENVCAUSE--ENVCAUSE114__SEX--M
AIR_45.015,"Burden of stroke among male population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",50-54 years,,,WHO_AIR_45,who/AIR_45.AGE--Y50T54__ENVCAUSE--ENVCAUSE114__SEX--M
AIR_45.015,"Burden of stroke among male population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",55-59 years,,,WHO_AIR_45,who/AIR_45.AGE--Y55T59__ENVCAUSE--ENVCAUSE114__SEX--M
AIR_45.015,"Burden of stroke among male population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",60-64 years,,,WHO_AIR_45,who/AIR_45.AGE--Y60T64__ENVCAUSE--ENVCAUSE114__SEX--M
AIR_45.015,"Burden of stroke among male population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",65-69 years,,,WHO_AIR_45,who/AIR_45.AGE--Y65T69__ENVCAUSE--ENVCAUSE114__SEX--M
AIR_45.015,"Burden of stroke among male population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",70-74 years,,,WHO_AIR_45,who/AIR_45.AGE--Y70T74__ENVCAUSE--ENVCAUSE114__SEX--M
AIR_45.015,"Burden of stroke among male population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",75-79 years,,,WHO_AIR_45,who/AIR_45.AGE--Y75T79__ENVCAUSE--ENVCAUSE114__SEX--M
AIR_45.015,"Burden of stroke among male population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",80+ years,,,WHO_AIR_45,who/AIR_45.AGE--Y_GE80__ENVCAUSE--ENVCAUSE114__SEX--M
AIR_45.016,"Burden of stroke among total population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",25-29 years,,,WHO_AIR_45,who/AIR_45.AGE--Y25T29__ENVCAUSE--ENVCAUSE114
AIR_45.016,"Burden of stroke among total population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",30-34 years,,,WHO_AIR_45,who/AIR_45.AGE--Y30T34__ENVCAUSE--ENVCAUSE114
AIR_45.016,"Burden of stroke among total population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",35-39 years,,,WHO_AIR_45,who/AIR_45.AGE--Y35T39__ENVCAUSE--ENVCAUSE114
AIR_45.016,"Burden of stroke among total population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",40-44 years,,,WHO_AIR_45,who/AIR_45.AGE--Y40T44__ENVCAUSE--ENVCAUSE114
AIR_45.016,"Burden of stroke among total population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",45-49 years,,,WHO_AIR_45,who/AIR_45.AGE--Y45T49__ENVCAUSE--ENVCAUSE114
AIR_45.016,"Burden of stroke among total population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",50-54 years,,,WHO_AIR_45,who/AIR_45.AGE--Y50T54__ENVCAUSE--ENVCAUSE114
AIR_45.016,"Burden of stroke among total population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",55-59 years,,,WHO_AIR_45,who/AIR_45.AGE--Y55T59__ENVCAUSE--ENVCAUSE114
AIR_45.016,"Burden of stroke among total population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",60-64 years,,,WHO_AIR_45,who/AIR_45.AGE--Y60T64__ENVCAUSE--ENVCAUSE114
AIR_45.016,"Burden of stroke among total population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",65-69 years,,,WHO_AIR_45,who/AIR_45.AGE--Y65T69__ENVCAUSE--ENVCAUSE114
AIR_45.016,"Burden of stroke among total population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",70-74 years,,,WHO_AIR_45,who/AIR_45.AGE--Y70T74__ENVCAUSE--ENVCAUSE114
AIR_45.016,"Burden of stroke among total population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",75-79 years,,,WHO_AIR_45,who/AIR_45.AGE--Y75T79__ENVCAUSE--ENVCAUSE114
AIR_45.016,"Burden of stroke among total population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",80+ years,,,WHO_AIR_45,who/AIR_45.AGE--Y_GE80__ENVCAUSE--ENVCAUSE114
AIR_45.017,Burden of stroke attributable to ambient air pollution in terms of number of years of life lost (YLLs),Female,,,WHO_AIR_45,who/AIR_45.ENVCAUSE--ENVCAUSE114__SEX--F
AIR_45.017,Burden of stroke attributable to ambient air pollution in terms of number of years of life lost (YLLs),Male,,,WHO_AIR_45,who/AIR_45.ENVCAUSE--ENVCAUSE114__SEX--M
AIR_45.017,Burden of stroke attributable to ambient air pollution in terms of number of years of life lost (YLLs),Total,,,WHO_AIR_45,who/AIR_45.ENVCAUSE--ENVCAUSE114
AIR_45.018,"Burden of trachea, bronchus, lung cancers among female population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",25-29 years,,,WHO_AIR_45,who/AIR_45.AGE--Y25T29__ENVCAUSE--ENVCAUSE068__SEX--F
AIR_45.018,"Burden of trachea, bronchus, lung cancers among female population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",30-34 years,,,WHO_AIR_45,who/AIR_45.AGE--Y30T34__ENVCAUSE--ENVCAUSE068__SEX--F
AIR_45.018,"Burden of trachea, bronchus, lung cancers among female population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",35-39 years,,,WHO_AIR_45,who/AIR_45.AGE--Y35T39__ENVCAUSE--ENVCAUSE068__SEX--F
AIR_45.018,"Burden of trachea, bronchus, lung cancers among female population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",40-44 years,,,WHO_AIR_45,who/AIR_45.AGE--Y40T44__ENVCAUSE--ENVCAUSE068__SEX--F
AIR_45.018,"Burden of trachea, bronchus, lung cancers among female population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",45-49 years,,,WHO_AIR_45,who/AIR_45.AGE--Y45T49__ENVCAUSE--ENVCAUSE068__SEX--F
AIR_45.018,"Burden of trachea, bronchus, lung cancers among female population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",50-54 years,,,WHO_AIR_45,who/AIR_45.AGE--Y50T54__ENVCAUSE--ENVCAUSE068__SEX--F
AIR_45.018,"Burden of trachea, bronchus, lung cancers among female population attributable to ambient air pollution in terms of years of life lost (YLLs), by age",55-59 years,,,WHO_AIR_45,who/AIR_45.AGE--Y55T59__ENVCAUSE--ENVCAUSE068__SEX--F
